channel,rise_fall,sharp_flat,fingering/chord,lyrics,ipad_color(105),ipad_rows,ipad_col(107),length(109),height(110),flip_view,Bar No(40),Beats per Bar(40),tempo (40),Z-level,Content
51,,,,,,322,4871,25,8,,200,200,200,1,
51,,,,,,313,4871,25,8,,175,175,175,1,
51,,,,,,304,4871,25,8,,150,150,150,1,
51,,,,,,295,4871,25,8,,125,125,125,1,
51,,,,,,331,4901,90,8,,225,225,225,1,
51,,,,,,322,4901,90,8,,200,200,200,1,
51,,,,,,313,4901,90,8,,175,175,175,1,
51,,,,,,304,4901,90,8,,150,150,150,1,
51,,,,,,295,4901,90,8,,125,125,125,1,
11,,,,,,51,4991,2,1386,,0,50,0,1,
14,,,,,,200,5052,1,1236,,0,50,0,1,
13,,,,,,200,5112,3,1236,,0,50,0,1,
14,,,,,,200,5174,1,1236,,0,50,0,1,
12,,,,,,200,5234,1,1236,,0,50,0,1,
12,,,,,,200,5237,1,1236,,0,50,0,1,
14,,,,,,200,5297,1,1236,,0,50,0,1,
13,,,,,,200,5357,3,1236,,0,50,0,1,
14,,,,,,200,5419,1,1236,,0,50,0,1,
11,,,,,,51,5479,3,1386,,0,50,0,1,
42,,,,,,,4991,491,,,11,4,,1,
41,151,231,,,,191,4995,120,40,,11,1,57,1,0.263157894736842
41,151,231,,,,191,5117,120,40,,11,2,57,1,0.263157894736842
41,151,231,,,,191,5240,120,40,,11,3,57,1,0.263157894736842
41,151,231,,,,191,5362,120,40,,11,4,57,1,0.263157894736842
31,,,,,,51,4995,482,50,,255,255,255,1,11 of 20
32,,,,,,101,4995,482,50,,255,255,255,1,4 / 4
33,,,,,,151,4995,482,50,,250,250,100,1,A
39,,,,,,1,4995,1000,50,,255,255,255,1,sly_demo3
51,,,,,,331,5117,55,8,,225,225,225,1,
51,,,,,,322,5117,55,8,,200,200,200,1,
51,,,,,,313,5117,55,8,,175,175,175,1,
51,,,,,,304,5117,55,8,,150,150,150,1,
51,,,,,,295,5117,55,8,,125,125,125,1,
51,,,,,,331,5177,25,8,,225,225,225,1,
51,,,,,,322,5177,25,8,,200,200,200,1,
51,,,,,,313,5177,25,8,,175,175,175,1,
51,,,,,,304,5177,25,8,,150,150,150,1,
51,,,,,,295,5177,25,8,,125,125,125,1,
51,,,,,,331,5207,148,8,,225,225,225,1,
51,,,,,,322,5207,148,8,,200,200,200,1,
51,,,,,,313,5207,148,8,,175,175,175,1,
51,,,,,,304,5207,148,8,,150,150,150,1,
51,,,,,,295,5207,148,8,,125,125,125,1,
51,,,,,,331,5362,25,8,,225,225,225,1,
51,,,,,,322,5362,25,8,,200,200,200,1,
51,,,,,,313,5362,25,8,,175,175,175,1,
51,,,,,,304,5362,25,8,,150,150,150,1,
51,,,,,,295,5362,25,8,,125,125,125,1,
51,,,,,,331,5392,90,8,,225,225,225,1,
51,,,,,,322,5392,90,8,,200,200,200,1,
51,,,,,,313,5392,90,8,,175,175,175,1,
51,,,,,,304,5392,90,8,,150,150,150,1,
51,,,,,,295,5392,90,8,,125,125,125,1,
11,,,,,,51,5482,2,1386,,0,50,0,1,
14,,,,,,200,5543,1,1236,,0,50,0,1,
13,,,,,,200,5603,3,1236,,0,50,0,1,
14,,,,,,200,5665,1,1236,,0,50,0,1,
12,,,,,,200,5725,1,1236,,0,50,0,1,
12,,,,,,200,5728,1,1236,,0,50,0,1,
14,,,,,,200,5788,1,1236,,0,50,0,1,
13,,,,,,200,5848,3,1236,,0,50,0,1,
14,,,,,,200,5910,1,1236,,0,50,0,1,
11,,,,,,51,5970,3,1386,,0,50,0,1,
42,,,,,,,5482,491,,1,12,4,,1,
41,151,231,,,,191,5486,120,40,,12,1,57,1,0.263157894736842
41,151,231,,,,191,5608,120,40,,12,2,57,1,0.263157894736842
41,151,231,,,,191,5731,120,40,,12,3,57,1,0.263157894736842
41,151,231,,,,191,5853,120,40,,12,4,57,1,0.263157894736842
31,,,,,,51,5486,482,50,,255,255,255,1,12 of 20
32,,,,,,101,5486,482,50,,255,255,255,1,4 / 4
33,,,,,,151,5486,482,50,,250,250,100,1,A
39,,,,,,1,5486,1000,50,,255,255,255,1,sly_demo3
51,,,,,,331,5608,25,8,,225,225,225,1,
51,,,,,,322,5608,25,8,,200,200,200,1,
51,,,,,,313,5608,25,8,,175,175,175,1,
51,,,,,,304,5608,25,8,,150,150,150,1,
51,,,,,,295,5608,25,8,,125,125,125,1,
51,,,,,,331,5638,85,8,,225,225,225,1,
51,,,,,,322,5638,85,8,,200,200,200,1,
51,,,,,,313,5638,85,8,,175,175,175,1,
51,,,,,,304,5638,85,8,,150,150,150,1,
51,,,,,,295,5638,85,8,,125,125,125,1,
51,,,,,,331,5731,90,8,,225,225,225,1,
51,,,,,,322,5731,90,8,,200,200,200,1,
51,,,,,,313,5731,90,8,,175,175,175,1,
51,,,,,,304,5731,90,8,,150,150,150,1,
51,,,,,,295,5731,90,8,,125,125,125,1,
51,,,,,,331,5821,122,8,,225,225,225,1,
51,,,,,,322,5821,122,8,,200,200,200,1,
51,,,,,,313,5821,122,8,,175,175,175,1,
51,,,,,,304,5821,122,8,,150,150,150,1,
51,,,,,,295,5821,122,8,,125,125,125,1,
51,,,,,,331,5943,89,8,,225,225,225,1,
51,,,,,,322,5943,89,8,,200,200,200,1,
51,,,,,,313,5943,89,8,,175,175,175,1,
51,,,,,,304,5943,89,8,,150,150,150,1,
51,,,,,,295,5943,89,8,,125,125,125,1,
11,,,,,,51,5973,2,1386,,0,50,0,1,
14,,,,,,200,6034,1,1236,,0,50,0,1,
13,,,,,,200,6094,3,1236,,0,50,0,1,
14,,,,,,200,6156,1,1236,,0,50,0,1,
12,,,,,,200,6216,1,1236,,0,50,0,1,
12,,,,,,200,6219,1,1236,,0,50,0,1,
14,,,,,,200,6279,1,1236,,0,50,0,1,
13,,,,,,200,6339,3,1236,,0,50,0,1,
14,,,,,,200,6401,1,1236,,0,50,0,1,
11,,,,,,51,6461,3,1386,,0,50,0,1,
42,,,,,,,5973,491,,,13,4,,1,
41,151,231,,,,191,5977,120,40,,13,1,57,1,0.263157894736842
41,151,231,,,,191,6099,120,40,,13,2,57,1,0.263157894736842
41,151,231,,,,191,6222,120,40,,13,3,57,1,0.263157894736842
41,151,231,,,,191,6344,120,40,,13,4,57,1,0.263157894736842
31,,,,,,51,5977,482,50,,255,255,255,1,13 of 20
32,,,,,,101,5977,482,50,,255,255,255,1,4 / 4
33,,,,,,151,5977,482,50,,250,250,100,1,A
39,,,,,,1,5977,1000,50,,255,255,255,1,sly_demo3
51,,,,,,331,6037,117,8,,225,225,225,1,
51,,,,,,322,6037,117,8,,200,200,200,1,
51,,,,,,313,6037,117,8,,175,175,175,1,
51,,,,,,304,6037,117,8,,150,150,150,1,
51,,,,,,295,6037,117,8,,125,125,125,1,
51,,,,,,331,6159,178,8,,225,225,225,1,
51,,,,,,322,6159,178,8,,200,200,200,1,
51,,,,,,313,6159,178,8,,175,175,175,1,
51,,,,,,304,6159,178,8,,150,150,150,1,
51,,,,,,295,6159,178,8,,125,125,125,1,
51,,,,,,331,6344,25,8,,225,225,225,1,
51,,,,,,322,6344,25,8,,200,200,200,1,
51,,,,,,313,6344,25,8,,175,175,175,1,
51,,,,,,304,6344,25,8,,150,150,150,1,
51,,,,,,295,6344,25,8,,125,125,125,1,
51,,,,,,331,6374,85,8,,225,225,225,1,
51,,,,,,322,6374,85,8,,200,200,200,1,
51,,,,,,313,6374,85,8,,175,175,175,1,
51,,,,,,304,6374,85,8,,150,150,150,1,
51,,,,,,295,6374,85,8,,125,125,125,1,
11,,,,,,51,6464,2,1386,,0,50,0,1,
14,,,,,,200,6525,1,1236,,0,50,0,1,
13,,,,,,200,6585,3,1236,,0,50,0,1,
14,,,,,,200,6647,1,1236,,0,50,0,1,
12,,,,,,200,6707,1,1236,,0,50,0,1,
12,,,,,,200,6710,1,1236,,0,50,0,1,
14,,,,,,200,6770,1,1236,,0,50,0,1,
13,,,,,,200,6830,3,1236,,0,50,0,1,
14,,,,,,200,6892,1,1236,,0,50,0,1,
11,,,,,,51,6952,3,1386,,0,50,0,1,
42,,,,,,,6464,491,,,14,4,,1,
41,151,231,,,,191,6468,120,40,,14,1,57,1,0.263157894736842
41,151,231,,,,191,6590,120,40,,14,2,57,1,0.263157894736842
41,151,231,,,,191,6713,120,40,,14,3,57,1,0.263157894736842
41,151,231,,,,191,6835,120,40,,14,4,57,1,0.263157894736842
31,,,,,,51,6468,482,50,,255,255,255,1,14 of 20
32,,,,,,101,6468,482,50,,255,255,255,1,4 / 4
33,,,,,,151,6468,482,50,,250,250,100,1,A
39,,,,,,1,6468,1000,50,,255,255,255,1,sly_demo3
51,,,,,,331,6468,115,8,,225,225,225,1,
51,,,,,,322,6468,115,8,,200,200,200,1,
51,,,,,,313,6468,115,8,,175,175,175,1,
51,,,,,,304,6468,115,8,,150,150,150,1,
51,,,,,,295,6468,115,8,,125,125,125,1,
51,,,,,,331,6590,115,8,,225,225,225,1,
51,,,,,,322,6590,115,8,,200,200,200,1,
51,,,,,,313,6590,115,8,,175,175,175,1,
51,,,,,,304,6590,115,8,,150,150,150,1,
51,,,,,,295,6590,115,8,,125,125,125,1,
51,,,,,,331,6713,115,8,,225,225,225,1,
51,,,,,,322,6713,115,8,,200,200,200,1,
51,,,,,,313,6713,115,8,,175,175,175,1,
51,,,,,,304,6713,115,8,,150,150,150,1,
51,,,,,,295,6713,115,8,,125,125,125,1,
51,,,,,,331,6865,55,8,,225,225,225,1,
51,,,,,,322,6865,55,8,,200,200,200,1,
51,,,,,,313,6865,55,8,,175,175,175,1,
51,,,,,,304,6865,55,8,,150,150,150,1,
51,,,,,,295,6865,55,8,,125,125,125,1,
51,,,,,,331,6925,25,8,,225,225,225,1,
51,,,,,,322,6925,25,8,,200,200,200,1,
51,,,,,,313,6925,25,8,,175,175,175,1,
51,,,,,,304,6925,25,8,,150,150,150,1,
51,,,,,,295,6925,25,8,,125,125,125,1,
11,,,,,,51,6955,2,1386,,0,50,0,1,
14,,,,,,200,7016,1,1236,,0,50,0,1,
13,,,,,,200,7076,3,1236,,0,50,0,1,
14,,,,,,200,7138,1,1236,,0,50,0,1,
12,,,,,,200,7198,1,1236,,0,50,0,1,
12,,,,,,200,7201,1,1236,,0,50,0,1,
14,,,,,,200,7261,1,1236,,0,50,0,1,
13,,,,,,200,7321,3,1236,,0,50,0,1,
14,,,,,,200,7383,1,1236,,0,50,0,1,
11,,,,,,51,7443,3,1386,,0,50,0,1,
42,,,,,,,6955,491,,1,15,4,,1,
41,151,231,,,,191,6959,120,40,,15,1,57,1,0.263157894736842
41,151,231,,,,191,7081,120,40,,15,2,57,1,0.263157894736842
41,151,231,,,,191,7204,120,40,,15,3,57,1,0.263157894736842
41,151,231,,,,191,7326,120,40,,15,4,57,1,0.263157894736842
31,,,,,,51,6959,482,50,,255,255,255,1,15 of 20
32,,,,,,101,6959,482,50,,255,255,255,1,4 / 4
33,,,,,,151,6959,482,50,,250,250,100,1,A
39,,,,,,1,6959,1000,50,,255,255,255,1,sly_demo3
51,,,,,,331,6959,55,8,,225,225,225,1,
51,,,,,,322,6959,55,8,,200,200,200,1,
51,,,,,,313,6959,55,8,,175,175,175,1,
51,,,,,,304,6959,55,8,,150,150,150,1,
51,,,,,,295,6959,55,8,,125,125,125,1,
51,,,,,,331,7019,25,8,,225,225,225,1,
51,,,,,,322,7019,25,8,,200,200,200,1,
51,,,,,,313,7019,25,8,,175,175,175,1,
51,,,,,,304,7019,25,8,,150,150,150,1,
51,,,,,,295,7019,25,8,,125,125,125,1,
51,,,,,,331,7049,92,8,,225,225,225,1,
51,,,,,,322,7049,92,8,,200,200,200,1,
51,,,,,,313,7049,92,8,,175,175,175,1,
51,,,,,,304,7049,92,8,,150,150,150,1,
51,,,,,,295,7049,92,8,,125,125,125,1,
51,,,,,,331,7141,55,8,,225,225,225,1,
51,,,,,,322,7141,55,8,,200,200,200,1,
51,,,,,,313,7141,55,8,,175,175,175,1,
51,,,,,,304,7141,55,8,,150,150,150,1,
51,,,,,,295,7141,55,8,,125,125,125,1,
51,,,,,,331,7356,25,8,,225,225,225,1,
51,,,,,,322,7356,25,8,,200,200,200,1,
51,,,,,,313,7356,25,8,,175,175,175,1,
51,,,,,,304,7356,25,8,,150,150,150,1,
51,,,,,,295,7356,25,8,,125,125,125,1,
51,,,,,,331,7386,25,8,,225,225,225,1,
51,,,,,,322,7386,25,8,,200,200,200,1,
51,,,,,,313,7386,25,8,,175,175,175,1,
51,,,,,,304,7386,25,8,,150,150,150,1,
51,,,,,,295,7386,25,8,,125,125,125,1,
51,,,,,,331,7416,25,8,,225,225,225,1,
51,,,,,,322,7416,25,8,,200,200,200,1,
51,,,,,,313,7416,25,8,,175,175,175,1,
51,,,,,,304,7416,25,8,,150,150,150,1,
51,,,,,,295,7416,25,8,,125,125,125,1,
11,,,,,,51,7446,2,1386,,0,50,0,1,
14,,,,,,200,7507,1,1236,,0,50,0,1,
13,,,,,,200,7567,3,1236,,0,50,0,1,
14,,,,,,200,7629,1,1236,,0,50,0,1,
12,,,,,,200,7689,1,1236,,0,50,0,1,
12,,,,,,200,7692,1,1236,,0,50,0,1,
14,,,,,,200,7752,1,1236,,0,50,0,1,
13,,,,,,200,7812,3,1236,,0,50,0,1,
14,,,,,,200,7874,1,1236,,0,50,0,1,
11,,,,,,51,7934,3,1386,,0,50,0,1,
42,,,,,,,7446,491,,,16,4,,1,
41,151,231,,,,191,7450,120,40,,16,1,57,1,0.263157894736842
41,151,231,,,,191,7572,120,40,,16,2,57,1,0.263157894736842
41,151,231,,,,191,7695,120,40,,16,3,57,1,0.263157894736842
41,151,231,,,,191,7817,120,40,,16,4,57,1,0.263157894736842
31,,,,,,51,7450,482,50,,255,255,255,1,16 of 20
32,,,,,,101,7450,482,50,,255,255,255,1,4 / 4
33,,,,,,151,7450,482,50,,250,250,100,1,A
39,,,,,,1,7450,1000,50,,255,255,255,1,sly_demo3
51,,,,,,331,7450,25,8,,225,225,225,1,
51,,,,,,322,7450,25,8,,200,200,200,1,
51,,,,,,313,7450,25,8,,175,175,175,1,
51,,,,,,304,7450,25,8,,150,150,150,1,
51,,,,,,295,7450,25,8,,125,125,125,1,
51,,,,,,331,7480,25,8,,225,225,225,1,
51,,,,,,322,7480,25,8,,200,200,200,1,
51,,,,,,313,7480,25,8,,175,175,175,1,
51,,,,,,304,7480,25,8,,150,150,150,1,
51,,,,,,295,7480,25,8,,125,125,125,1,
51,,,,,,331,7510,122,8,,225,225,225,1,
51,,,,,,322,7510,122,8,,200,200,200,1,
51,,,,,,313,7510,122,8,,175,175,175,1,
51,,,,,,304,7510,122,8,,150,150,150,1,
51,,,,,,295,7510,122,8,,125,125,125,1,
51,,,,,,331,7632,183,8,,225,225,225,1,
51,,,,,,322,7632,183,8,,200,200,200,1,
51,,,,,,313,7632,183,8,,175,175,175,1,
51,,,,,,304,7632,183,8,,150,150,150,1,
51,,,,,,295,7632,183,8,,125,125,125,1,
11,,,,,,51,7937,2,1386,,0,50,0,1,
14,,,,,,200,7998,1,1236,,0,50,0,1,
13,,,,,,200,8058,3,1236,,0,50,0,1,
14,,,,,,200,8120,1,1236,,0,50,0,1,
12,,,,,,200,8180,1,1236,,0,50,0,1,
12,,,,,,200,8183,1,1236,,0,50,0,1,
14,,,,,,200,8243,1,1236,,0,50,0,1,
13,,,,,,200,8303,3,1236,,0,50,0,1,
14,,,,,,200,8365,1,1236,,0,50,0,1,
11,,,,,,51,8425,3,1386,,0,50,0,1,
42,,,,,,,7937,491,,,17,4,,1,
41,151,231,,,,191,7941,120,40,,17,1,57,1,0.263157894736842
41,151,231,,,,191,8063,120,40,,17,2,57,1,0.263157894736842
41,151,231,,,,191,8186,120,40,,17,3,57,1,0.263157894736842
41,151,231,,,,191,8308,120,40,,17,4,57,1,0.263157894736842
31,,,,,,51,7941,482,50,,255,255,255,1,17 of 20
32,,,,,,101,7941,482,50,,255,255,255,1,4 / 4
33,,,,,,151,7941,482,50,,250,250,100,1,A
39,,,,,,1,7941,1000,50,,255,255,255,1,sly_demo3
51,,,,,,331,7941,115,8,,225,225,225,1,
51,,,,,,322,7941,115,8,,200,200,200,1,
51,,,,,,313,7941,115,8,,175,175,175,1,
51,,,,,,304,7941,115,8,,150,150,150,1,
51,,,,,,295,7941,115,8,,125,125,125,1,
51,,,,,,331,8063,115,8,,225,225,225,1,
51,,,,,,322,8063,115,8,,200,200,200,1,
51,,,,,,313,8063,115,8,,175,175,175,1,
51,,,,,,304,8063,115,8,,150,150,150,1,
51,,,,,,295,8063,115,8,,125,125,125,1,
51,,,,,,331,8308,25,8,,225,225,225,1,
51,,,,,,322,8308,25,8,,200,200,200,1,
51,,,,,,313,8308,25,8,,175,175,175,1,
51,,,,,,304,8308,25,8,,150,150,150,1,
51,,,,,,295,8308,25,8,,125,125,125,1,
51,,,,,,331,8338,25,8,,225,225,225,1,
51,,,,,,322,8338,25,8,,200,200,200,1,
51,,,,,,313,8338,25,8,,175,175,175,1,
51,,,,,,304,8338,25,8,,150,150,150,1,
51,,,,,,295,8338,25,8,,125,125,125,1,
51,,,,,,331,8368,25,8,,225,225,225,1,
51,,,,,,322,8368,25,8,,200,200,200,1,
51,,,,,,313,8368,25,8,,175,175,175,1,
51,,,,,,304,8368,25,8,,150,150,150,1,
51,,,,,,295,8368,25,8,,125,125,125,1,
51,,,,,,331,8398,119,8,,225,225,225,1,
51,,,,,,322,8398,119,8,,200,200,200,1,
51,,,,,,313,8398,119,8,,175,175,175,1,
51,,,,,,304,8398,119,8,,150,150,150,1,
51,,,,,,295,8398,119,8,,125,125,125,1,
11,,,,,,51,8428,2,1386,,0,50,0,1,
14,,,,,,200,8489,1,1236,,0,50,0,1,
13,,,,,,200,8549,3,1236,,0,50,0,1,
14,,,,,,200,8611,1,1236,,0,50,0,1,
12,,,,,,200,8671,1,1236,,0,50,0,1,
12,,,,,,200,8674,1,1236,,0,50,0,1,
14,,,,,,200,8734,1,1236,,0,50,0,1,
13,,,,,,200,8794,3,1236,,0,50,0,1,
14,,,,,,200,8856,1,1236,,0,50,0,1,
11,,,,,,51,8916,3,1386,,0,50,0,1,
42,,,,,,,8428,491,,1,18,4,,1,
41,151,231,,,,191,8432,120,40,,18,1,57,1,0.263157894736842
41,151,231,,,,191,8554,120,40,,18,2,57,1,0.263157894736842
41,151,231,,,,191,8677,120,40,,18,3,57,1,0.263157894736842
41,151,231,,,,191,8799,120,40,,18,4,57,1,0.263157894736842
31,,,,,,51,8432,482,50,,255,255,255,1,18 of 20
32,,,,,,101,8432,482,50,,255,255,255,1,4 / 4
33,,,,,,151,8432,482,50,,250,250,100,1,A
39,,,,,,1,8432,1000,50,,255,255,255,1,sly_demo3
51,,,,,,331,8522,30,8,,225,225,225,1,
51,,,,,,322,8522,30,8,,200,200,200,1,
51,,,,,,313,8522,30,8,,175,175,175,1,
51,,,,,,304,8522,30,8,,150,150,150,1,
51,,,,,,295,8522,30,8,,125,125,125,1,
51,,,,,,331,8554,30,8,,225,225,225,1,
51,,,,,,322,8554,30,8,,200,200,200,1,
51,,,,,,313,8554,30,8,,175,175,175,1,
51,,,,,,304,8554,30,8,,150,150,150,1,
51,,,,,,295,8554,30,8,,125,125,125,1,
51,,,,,,331,8584,85,8,,225,225,225,1,
51,,,,,,322,8584,85,8,,200,200,200,1,
51,,,,,,313,8584,85,8,,175,175,175,1,
51,,,,,,304,8584,85,8,,150,150,150,1,
51,,,,,,295,8584,85,8,,125,125,125,1,
51,,,,,,331,8799,25,8,,225,225,225,1,
51,,,,,,322,8799,25,8,,200,200,200,1,
51,,,,,,313,8799,25,8,,175,175,175,1,
51,,,,,,304,8799,25,8,,150,150,150,1,
51,,,,,,295,8799,25,8,,125,125,125,1,
51,,,,,,331,8829,85,8,,225,225,225,1,
51,,,,,,322,8829,85,8,,200,200,200,1,
